page,tag,text,location,matches
/grupos-e-caravanas,body (div),GRUPOS & CARAVANAS,Seu grupo em Paraty.A hospedagem fica com a gente.,sem correspondência com termo-alvo
/grupos-e-caravanas,H1,Seu grupo em Paraty.A hospedagem fica com a gente.,Seu grupo em Paraty.A hospedagem fica com a gente.,"Paraty, hospedagem"
/grupos-e-caravanas,body (p),"Recebemos grupos, excursões e caravanas em Paraty com atendimento direto para organizadores, agências e empresas de turismo.",Seu grupo em Paraty.A hospedagem fica com a gente.,Paraty
/grupos-e-caravanas,CTA (a),Solicitar cotação para meu grupo,Seu grupo em Paraty.A hospedagem fica com a gente.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Falar com a Aquino Mar,Seu grupo em Paraty.A hospedagem fica com a gente.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),HOSPEDAGEM B2B EM PARATY,Sim. A Aquino Mar recebe grupos em Paraty.,"Paraty, hospedagem"
/grupos-e-caravanas,H2,Sim. A Aquino Mar recebe grupos em Paraty.,Sim. A Aquino Mar recebe grupos em Paraty.,Paraty
/grupos-e-caravanas,body (p),"Se você organiza excursões, viagens em grupo ou caravanas, nossa equipe pode ajudar a montar a hospedagem de acordo com a composição da viagem, disponibilidade e período.",Sim. A Aquino Mar recebe grupos em Paraty.,hospedagem
/grupos-e-caravanas,body (span),01,Sim. A Aquino Mar recebe grupos em Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Atendimento direto ao organizador,Sim. A Aquino Mar recebe grupos em Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),02,Sim. A Aquino Mar recebe grupos em Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Acomodações para diferentes perfis,Sim. A Aquino Mar recebe grupos em Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),03,Sim. A Aquino Mar recebe grupos em Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Café da manhã,Sim. A Aquino Mar recebe grupos em Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),04,Sim. A Aquino Mar recebe grupos em Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Localização em Paraty,Sim. A Aquino Mar recebe grupos em Paraty.,Paraty
/grupos-e-caravanas,body (p),COMO FUNCIONA,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Você organiza a viagem.Nós organizamos a estadia.,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Um processo simples, direto e pensado para quem precisa centralizar informações antes da chegada do grupo.",Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),01,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Conte sobre seu grupo,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Data, período e quantidade aproximada de viajantes.",Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),02,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Montamos a melhor configuração,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Nossa equipe verifica disponibilidade e combinações possíveis de acomodação.,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),03,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Alinhamos diretamente com você,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Centralizamos as informações da hospedagem com o responsável pela excursão.,Você organiza a viagem.Nós organizamos a estadia.,hospedagem
/grupos-e-caravanas,body (span),04,Você organiza a viagem.Nós organizamos a estadia.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,O grupo chega a Paraty,Você organiza a viagem.Nós organizamos a estadia.,Paraty
/grupos-e-caravanas,body (p),Com a hospedagem previamente alinhada.,Você organiza a viagem.Nós organizamos a estadia.,hospedagem
/grupos-e-caravanas,body (p),ESTRUTURA,Uma estrutura pensada para receber bem.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Uma estrutura pensada para receber bem.,Uma estrutura pensada para receber bem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Ambientes de descanso, áreas de convivência, café da manhã e localização estratégica para completar a experiência do grupo em Paraty.",Uma estrutura pensada para receber bem.,Paraty
/grupos-e-caravanas,alt,Piscina e áreas sociais da Pousada Aquino Mar em Paraty para recepção de grupos,Uma estrutura pensada para receber bem.,"pousada, Paraty"
/grupos-e-caravanas,H3,Áreas para pausa e convivência,Uma estrutura pensada para receber bem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Piscina · descanso · acolhimento familiar,Uma estrutura pensada para receber bem.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Buffet de café da manhã da Pousada Aquino Mar em Paraty,Uma estrutura pensada para receber bem.,"pousada, Paraty"
/grupos-e-caravanas,alt,Acomodação confortável da Pousada Aquino Mar para grupos e excursões,Uma estrutura pensada para receber bem.,pousada
/grupos-e-caravanas,alt,"Área externa e jardim da Pousada Aquino Mar no Caboré, Paraty",Uma estrutura pensada para receber bem.,"pousada, Paraty"
/grupos-e-caravanas,alt,Quarto triplo e suítes da Pousada Aquino Mar para grupos e famílias em Paraty,Uma hospedagem que se adapta ao seu grupo.,"pousada, Paraty"
/grupos-e-caravanas,body (div),Solução para grupos,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),HOSPEDAGEM PARA GRUPOS,Uma hospedagem que se adapta ao seu grupo.,hospedagem
/grupos-e-caravanas,H2,Uma hospedagem que se adapta ao seu grupo.,Uma hospedagem que se adapta ao seu grupo.,hospedagem
/grupos-e-caravanas,body (p),"Organizamos a combinação de acomodações de acordo com a composição da viagem, o período e a disponibilidade.",Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Acomodações para diferentes perfis,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Organização conforme disponibilidade,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Atendimento direto ao responsável,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Café da manhã,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Cotação personalizada,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Consultar meu grupo,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Conhecer nossas suítes →,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Cotação direta sem intermediários,Uma hospedagem que se adapta ao seu grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),DIFERENTES PERFIS,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Cada grupo é diferente.A hospedagem também pode ser.,Cada grupo é diferente.A hospedagem também pode ser.,hospedagem
/grupos-e-caravanas,body (p),"Casais, famílias, amigos, guias e diferentes perfis de viajantes podem exigir configurações distintas. Nossa equipe avalia as opções disponíveis e orienta o organizador sobre a melhor distribuição das acomodações.",Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),01,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Casais,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),02,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Famílias,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),03,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Amigos,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),04,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Excursões,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),05,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Grupos organizados,Cada grupo é diferente.A hospedagem também pode ser.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),CAFÉ DA MANHÃ,O grupo começa o dia junto.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,O grupo começa o dia junto.,O grupo começa o dia junto.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Começar o dia na própria pousada traz mais praticidade para o grupo antes de sair para conhecer Paraty.,O grupo começa o dia junto.,"pousada, Paraty"
/grupos-e-caravanas,body (p),Consulte nossa equipe sobre horários e organização conforme o período da sua viagem.,O grupo começa o dia junto.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,"Buffet de café da manhã da Pousada Aquino Mar com frutas, pães e bolos",O grupo começa o dia junto.,pousada
/grupos-e-caravanas,H3,Mais praticidade antes do roteiro,O grupo começa o dia junto.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Café fresco · grupo reunido · saída mais tranquila,O grupo começa o dia junto.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Hóspedes tomando café da manhã em família no salão da Pousada Aquino Mar,O grupo começa o dia junto.,pousada
/grupos-e-caravanas,alt,"Mesa de café da manhã com bolo, frutas, pão de queijo e café",O grupo começa o dia junto.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),COMODIDADES,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Benefícios que ajudam na logística do grupo.,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Estrutura e atendimento direto para deixar a hospedagem mais simples para quem organiza a viagem.,Benefícios que ajudam na logística do grupo.,hospedagem
/grupos-e-caravanas,body (p),"Quando a hospedagem está organizada, o grupo aproveita melhor a viagem.",Benefícios que ajudam na logística do grupo.,hospedagem
/grupos-e-caravanas,body (span),01,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Café da manhã,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Mais praticidade para o grupo começar o dia antes de sair para conhecer Paraty.,Benefícios que ajudam na logística do grupo.,Paraty
/grupos-e-caravanas,body (span),02,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Wi-Fi,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Conforto essencial para organizadores, guias e hóspedes durante a estadia.",Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),03,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Piscina,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Um espaço de descanso para aproveitar entre um roteiro e outro.,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),04,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Atendimento direto,Benefícios que ajudam na logística do grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Converse com a equipe da pousada para alinhar disponibilidade e necessidades da viagem.,Benefícios que ajudam na logística do grupo.,pousada
/grupos-e-caravanas,alt,Pousada Aquino Mar localizada no bairro Caboré em Paraty,Uma base estratégica para conhecer Paraty.,"pousada, Paraty"
/grupos-e-caravanas,body (p),LOCALIZAÇÃO E LOGÍSTICA,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Uma base estratégica para conhecer Paraty.,Uma base estratégica para conhecer Paraty.,Paraty
/grupos-e-caravanas,body (p),"Para quem organiza uma viagem em grupo, a localização da hospedagem faz diferença na logística do roteiro.",Uma base estratégica para conhecer Paraty.,hospedagem
/grupos-e-caravanas,body (span),+,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Centro Histórico,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),+,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),passeios,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),+,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),praias,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),+,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),restaurantes,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),+,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),pontos turísticos,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,title (atributo),Mapa da Pousada Aquino Mar,Uma base estratégica para conhecer Paraty.,pousada
/grupos-e-caravanas,body (p),"No Caboré, a pousada fica em uma rua residencial e tranquila, com acesso fácil ao Centro Histórico e aos principais passeios de Paraty.",Uma base estratégica para conhecer Paraty.,"pousada, Paraty"
/grupos-e-caravanas,body (div),01,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Endereço,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,"Rua Guapuruvu, 371",Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Caboré, Paraty - RJ, CEP 23970-000.",Uma base estratégica para conhecer Paraty.,Paraty
/grupos-e-caravanas,body (div),02,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Centro,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,12-20 min a pé,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Caminho prático até o Centro Histórico, em ritmo tranquilo.",Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (div),03,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Bairro,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Caboré residencial,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Mais silêncio para descansar, sem perder acesso ao movimento de Paraty.",Uma base estratégica para conhecer Paraty.,Paraty
/grupos-e-caravanas,body (div),04,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Chegada,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Estacione sem custo,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Estacionamento privativo gratuito para chegar de carro com tranquilidade.,Uma base estratégica para conhecer Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),PARATY PARA GRUPOS,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,H2,Paraty oferece roteiro para todos os tipos de grupo.,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (p),A Aquino Mar pode funcionar como base para diferentes experiências ao longo da viagem.,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Rua de pedra com casarões coloniais no Centro Histórico de Paraty,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),01,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Centro Histórico,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Roteiros culturais, gastronomia e caminhadas pelas ruas históricas.",Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Passeio de barco em Paraty com mar e montanhas ao fundo,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),02,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Passeios de barco,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Experiências náuticas para complementar a viagem do grupo.,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Praia do Pontal em Paraty com barcos e montanhas ao fundo,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),03,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Praias,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Dias leves na orla e em cenários clássicos da região.,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Cachoeira do Tobogã cercada por mata e pedras em Paraty,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),04,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Cachoeiras,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Contato com natureza para grupos que buscam roteiros ao ar livre.,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Barcos coloridos na Praia do Cais em Paraty,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),05,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Cultura local,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Uma base para viver Paraty com calma, história e paisagens.",Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,alt,Rua de pedra com casarões coloniais no Centro Histórico de Paraty,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),01,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Centro Histórico,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Roteiros culturais, gastronomia e caminhadas pelas ruas históricas.",Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Passeio de barco em Paraty com mar e montanhas ao fundo,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),02,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Passeios de barco,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Experiências náuticas para complementar a viagem do grupo.,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Praia do Pontal em Paraty com barcos e montanhas ao fundo,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),03,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Praias,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Dias leves na orla e em cenários clássicos da região.,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Cachoeira do Tobogã cercada por mata e pedras em Paraty,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),04,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Cachoeiras,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Contato com natureza para grupos que buscam roteiros ao ar livre.,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Barcos coloridos na Praia do Cais em Paraty,Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (span),05,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Cultura local,Paraty oferece roteiro para todos os tipos de grupo.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Uma base para viver Paraty com calma, história e paisagens.",Paraty oferece roteiro para todos os tipos de grupo.,Paraty
/grupos-e-caravanas,body (p),PARCERIA COM ORGANIZADORES,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Uma parceria para quem traz grupos a Paraty.,Uma parceria para quem traz grupos a Paraty.,Paraty
/grupos-e-caravanas,body (p),"Cada viagem tem uma configuração diferente. Por isso, nosso atendimento para grupos começa pela conversa direta com quem está organizando a experiência.",Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),01,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Atendimento direto,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Centralize as informações da hospedagem com nossa equipe.,Uma parceria para quem traz grupos a Paraty.,hospedagem
/grupos-e-caravanas,body (span),02,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Cotação personalizada,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Consulte disponibilidade e condições para o período do seu grupo.,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),03,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Organização antecipada,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Alinhe as acomodações antes da chegada.,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),04,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Relacionamento para novas viagens,Uma parceria para quem traz grupos a Paraty.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Se Paraty faz parte dos seus roteiros, podemos continuar essa conversa em outras datas.",Uma parceria para quem traz grupos a Paraty.,Paraty
/grupos-e-caravanas,body (p),MOMENTOS REAIS,Uma pousada feita de momentos reais.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Uma pousada feita de momentos reais.,Uma pousada feita de momentos reais.,pousada
/grupos-e-caravanas,body (p),"Imagens reais da pousada, dos hóspedes e dos espaços que compõem a experiência em Paraty.",Uma pousada feita de momentos reais.,"pousada, Paraty"
/grupos-e-caravanas,alt,Família hospedada vivendo momentos especiais na Pousada Aquino Mar,Uma pousada feita de momentos reais.,pousada
/grupos-e-caravanas,alt,Grupo reunido em uma viagem para Paraty,Uma pousada feita de momentos reais.,Paraty
/grupos-e-caravanas,alt,Hóspedes tomando café da manhã na Pousada Aquino Mar,Uma pousada feita de momentos reais.,pousada
/grupos-e-caravanas,alt,Piscina da Pousada Aquino Mar,Uma pousada feita de momentos reais.,pousada
/grupos-e-caravanas,alt,Família explorando a região de Paraty,Uma pousada feita de momentos reais.,Paraty
/grupos-e-caravanas,alt,Sorrisos de hóspedes na pousada,Uma pousada feita de momentos reais.,pousada
/grupos-e-caravanas,alt,Momentos especiais vividos por hóspedes da pousada,Uma pousada feita de momentos reais.,pousada
/grupos-e-caravanas,alt,Mais momentos de alegria de hóspedes em Paraty,Uma pousada feita de momentos reais.,Paraty
/grupos-e-caravanas,alt,Café da manhã da Pousada Aquino Mar preparado para hóspedes,Uma pousada feita de momentos reais.,pousada
/grupos-e-caravanas,alt,Área externa da Pousada Aquino Mar em Paraty,Uma pousada feita de momentos reais.,"pousada, Paraty"
/grupos-e-caravanas,body (p),PROVA SOCIAL,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,O que nossos hóspedes dizem.,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Experiências compartilhadas por quem já se hospedou na Aquino Mar.,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,5 estrelas,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Pousada maravilhosa! Quartos grandes, tudo limpinho, café da manhã com tudo fresquinho. O atendimento da família que é proprietária foi show! Sempre prontos a ajudar.",O que nossos hóspedes dizem.,pousada
/grupos-e-caravanas,body (span),Roseli Ferreira,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Google,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,5 estrelas,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Café da manhã da pousada excelente, com grande variedade de bolos, frios, frutas e sucos naturais. A limpeza dos quartos e das áreas comuns é impecável.",O que nossos hóspedes dizem.,pousada
/grupos-e-caravanas,body (span),Idalete Pacheco,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Google,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,5 estrelas,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Quarto novo, impecável, cama grande, ar condicionado muito bom. Sem contar o café da manhã excelente e o serviço de atendimento muito bom.",O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Danilo Romeu,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Google,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,5 estrelas,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Profissionais super capacitados, atendimento de primeira classe. Gratidão ao senhor Tiago e sua família pelo acolhimento maravilhoso.",O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),José Orlando Albiero,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Google,O que nossos hóspedes dizem.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),FAQ PARA GRUPOS,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Tire suas dúvidas antes da cotação.,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
